node_1|node_2|edge|chunk_id
tuổi nghỉ hưu|người lao động|người lao động được hưởng lương hưu khi đủ tuổi nghỉ hưu|5017c543a50247afb17244d60296052c
tuổi nghỉ hưu|điều kiện lao động bình thường|tuổi nghỉ hưu của người lao động trong điều kiện lao động bình thường|5017c543a50247afb17244d60296052c
lao động nam|tuổi nghỉ hưu|đủ 62 tuổi đối với lao động nam vào năm 2028|5017c543a50247afb17244d60296052c
lao động nữ|tuổi nghỉ hưu|đủ 60 tuổi đối với lao động nữ vào năm 2035|5017c543a50247afb17244d60296052c
năm 2021|tuổi nghỉ hưu|kể từ năm 2021, tuổi nghỉ hưu của người lao động|5017c543a50247afb17244d60296052c
lao động nam|tuổi nghỉ hưu|đủ 60 tuổi 03 tháng đối với lao động nam|5017c543a50247afb17244d60296052c
lao động nữ|tuổi nghỉ hưu|đủ 55 tuổi 04 tháng đối với lao động nữ|5017c543a50247afb17244d60296052c
lao động nam|tuổi nghỉ hưu|cứ mỗi năm tăng thêm 03 tháng đối với lao động nam|5017c543a50247afb17244d60296052c
lao động nữ|tuổi nghỉ hưu|cứ mỗi năm tăng thêm 04 tháng đối với lao động nữ|5017c543a50247afb17244d60296052c
người lao động|suy giảm khả năng lao động|người lao động bị suy giảm khả năng lao động nghỉ hưu ở tuổi thấp hơn|5017c543a50247afb17244d60296052c
người lao động|vùng có điều kiện kinh tế-xã hội đặc biệt khó khăn|người lao động làm việc ở vùng có điều kiện kinh tế-xã hội đặc biệt khó khăn nghỉ hưu ở tuổi thấp hơn|5017c543a50247afb17244d60296052c
người lao động|trình độ chuyên môn, kỹ thuật cao|người lao động có trình độ chuyên môn, kỹ thuật cao có thể nghỉ hưu ở tuổi cao hơn|5017c543a50247afb17244d60296052c
người lao động|công đoàn|Người lao động có quyền thành lập, gia nhập và hoạt động công đoàn theo quy định của Luật Công đoàn.|5b49ac0b926f4f67beb52e30ded726bb
người lao động|tổ chức của người lao động tại doanh nghiệp|Người lao động trong doanh nghiệp có quyền thành lập, gia nhập và tham gia hoạt động của tổ chức của người lao động tại doanh nghiệp theo quy định tại các điều 172, 173 và 174 của Bộ luật này.|5b49ac0b926f4f67beb52e30ded726bb
tổ chức đại diện người lao động|người lao động|Các tổ chức đại diện người lao động quy định tại khoản 1 và khoản 2 Điều này bình đẳng về quyền và nghĩa vụ trong việc đại diện bảo vệ quyền và lợi ích hợp pháp, chính đáng của người lao động trong quan hệ lao động.|5b49ac0b926f4f67beb52e30ded726bb
công đoàn cơ sở|hệ thống tổ chức công đoàn việt nam|Công đoàn cơ sở thuộc hệ thống tổ chức Công đoàn Việt Nam|2ad6122cabed471e9bd4275c41c63222
công đoàn cơ sở|cơ quan|Công đoàn cơ sở được thành lập ở các cơ quan, tổ chức, đơn vị, doanh nghiệp|2ad6122cabed471e9bd4275c41c63222
công đoàn cơ sở|tổ chức|Việc thành lập, giải thể, tổ chức và hoạt động của Công đoàn cơ sở được thực hiện theo quy định của Luật Công đoàn|2ad6122cabed471e9bd4275c41c63222
luật công đoàn|người lao động|Thành lập, gia nhập tổ chức của người lao động tại doanh nghiệp|2ad6122cabed471e9bd4275c41c63222
người lao động|doanh nghiệp|Tổ chức của người lao động tại doanh nghiệp được thành lập và hoạt động hợp pháp sau khi cơ quan nhà nước có thẩm quyền cấp đăng ký|2ad6122cabed471e9bd4275c41c63222
người lao động|hiến pháp, pháp luật và điều lệ|Tổ chức của người lao động tại doanh nghiệp tổ chức và hoạt động phải bảo đảm nguyên tắc tuân thủ Hiến pháp, pháp luật và điều lệ; tự nguyện, tự quản, dân chủ, minh bạch|2ad6122cabed471e9bd4275c41c63222
người lao động|công đoàn việt nam|Trường hợp tổ chức của người lao động tại doanh nghiệp gia nhập Công đoàn Việt Nam thì thực hiện theo quy định của Luật Công đoàn|2ad6122cabed471e9bd4275c41c63222
chính phủ|tổ chức của người lao động tại doanh nghiệp|Chính phủ quy định về hồ sơ, trình tự, thủ tục đăng ký; thẩm quyền, thủ tục cấp đăng ký, thu hồi đăng ký; quản lý nhà nước đối với vấn đề tài chính, tài sản của tổ chức của người lao động tại doanh nghiệp; chia, tách, hợp nhất, sáp nhập, giải thể, quyền liên kết của tổ chức của người lao động tại doanh nghiệp|2ad6122cabed471e9bd4275c41c63222
tổ chức của người lao động|người lao động|là thành viên của|c77fa2ed242944c581290c4a125139dc
người lao động|doanh nghiệp|làm việc tại|c77fa2ed242944c581290c4a125139dc
tổ chức của người lao động|doanh nghiệp|tại|c77fa2ed242944c581290c4a125139dc
ban lãnh đạo|thành viên tổ chức người lao động|thành viên của tổ chức của người lao động tại doanh nghiệp bầu|ab4be3389fd94907b9a626a41c3f4a58
thành viên ban lãnh đạo|người lao động việt nam|làm việc tại doanh nghiệp|ab4be3389fd94907b9a626a41c3f4a58
người lao động việt nam|doanh nghiệp|làm việc tại|ab4be3389fd94907b9a626a41c3f4a58
người lao động việt nam|không đang trong thời gian bị truy cứu trách nhiệm hình sự||ab4be3389fd94907b9a626a41c3f4a58
người lao động việt nam|chấp hành hình phạt||ab4be3389fd94907b9a626a41c3f4a58
người lao động việt nam|xóa án tích do phạm tội xâm phạm quyền tự do||ab4be3389fd94907b9a626a41c3f4a58
người lao động việt nam|xóa án tích do phạm tội xâm phạm an ninh quốc gia||ab4be3389fd94907b9a626a41c3f4a58
người lao động việt nam|xóa án tích do phạm tội xâm phạm sở hữu||ab4be3389fd94907b9a626a41c3f4a58
người lao động việt nam|bộ luật hình sự|theo quy định của|ab4be3389fd94907b9a626a41c3f4a58
doanh nghiệp|thành viên ban lãnh đạo|tại doanh nghiệp bầu|ab4be3389fd94907b9a626a41c3f4a58
điều lệ tổ chức|người lao động|Điều lệ tổ chức của người lao động tại doanh nghiệp|35ed67d497bb4fd3b40dde3d87e433ec
điều lệ tổ chức|doanh nghiệp|Điều lệ tổ chức của người lao động tại doanh nghiệp|35ed67d497bb4fd3b40dde3d87e433ec
người lao động|doanh nghiệp|quyền, lợi ích hợp pháp, chính đáng của thành viên tổ chức mình trong quan hệ lao động tại doanh nghiệp|35ed67d497bb4fd3b40dde3d87e433ec
người lao động|người sử dụng lao động|giải quyết các vấn đề liên quan đến quyền, nghĩa vụ và lợi ích của người lao động và người sử dụng lao động|35ed67d497bb4fd3b40dde3d87e433ec
người lao động|thành viên|thành viên là người lao động thông thường và thành viên là người lao động trực tiếp tham gia vào quá trình ra quyết định|35ed67d497bb4fd3b40dde3d87e433ec
người lao động|tổ chức|kiến nghị và giải quyết kiến nghị của thành viên trong nội bộ tổ chức|35ed67d497bb4fd3b40dde3d87e433ec
tổ chức|thành viên|thể thức thông qua quyết định của tổ chức. Những nội dung phải do thành viên quyết định theo đa số|35ed67d497bb4fd3b40dde3d87e433ec
tổ chức|công đoàn việt nam|gia nhập Công đoàn Việt Nam|35ed67d497bb4fd3b40dde3d87e433ec
chính phủ|quy định|Chính phủ issues regulations|69bdf2f249884494a111f8991d36e455
chính phủ|điều này|Chính phủ specifies this provision|69bdf2f249884494a111f8991d36e455
người sử dụng lao động|tổ chức đại diện người lao động|liên quan đến thành lập, gia nhập và hoạt động của tổ chức đại diện người lao động tại cơ sở|da2f4114dbc54ba49521a31b2a37a394
người sử dụng lao động|tổ chức đại diện người lao động|Can thiệp, thao túng quá trình thành lập, bầu cử, xây dựng kế hoạch công tác và tổ chức thực hiện các hoạt động của tổ chức đại diện người lao động tại cơ sở|da2f4114dbc54ba49521a31b2a37a394
người lao động|thành viên ban lãnh đạo của tổ chức đại diện người lao động tại cơ sở|Phân biệt đối xử đối với người lao động, thành viên ban lãnh đạo của tổ chức đại diện người lao động tại cơ sở vì lý do thành lập, gia nhập hoặc hoạt động tổ chức đại diện người lao động|da2f4114dbc54ba49521a31b2a37a394
thành viên ban lãnh đạo của tổ chức đại diện người lao động tại cơ sở|người sử dụng lao động|Tiếp cận người lao động tại nơi làm việc trong quá trình thực hiện các nhiệm vụ của tổ chức đại diện người lao động tại cơ sở|da2f4114dbc54ba49521a31b2a37a394
người sử dụng lao động|tổ chức đại diện người lao động tại cơ sở|đối với|d30dae9e528c49f7afc96e26f39d0a94
người sử dụng lao động|tổ chức đại diện người lao động tại cơ sở|thành lập, gia nhập và tham gia các hoạt động|d30dae9e528c49f7afc96e26f39d0a94
người sử dụng lao động|tổ chức đại diện người lao động tại cơ sở|Phải thỏa thuận bằng văn bản khi đơn phương chấm dứt hợp đồng lao động, chuyển làm công việc khác, kỷ luật sa thải|d30dae9e528c49f7afc96e26f39d0a94
người sử dụng lao động|cơ quan chuyên môn về lao động thuộc ủy ban nhân dân cấp tỉnh|báo cáo về|d30dae9e528c49f7afc96e26f39d0a94
người sử dụng lao động|cơ quan chuyên môn về lao động thuộc ủy ban nhân dân cấp tỉnh|báo cáo cho|d30dae9e528c49f7afc96e26f39d0a94
người sử dụng lao động|người lao động|quyền quyết định|d30dae9e528c49f7afc96e26f39d0a94
người lao động|ban lãnh đạo của tổ chức đại diện người lao động tại cơ sở|yêu cầu giải quyết tranh chấp lao động|d30dae9e528c49f7afc96e26f39d0a94
người lao động|ban lãnh đạo của tổ chức đại diện người lao động tại cơ sở|nhiệm kỳ|d30dae9e528c49f7afc96e26f39d0a94
nghĩa vụ|pháp luật|the terms are related as nghĩa vụ (duties) are defined by pháp luật (law)|03b112c26b664655af9e702af80a2f2e
tổ chức đại diện người lao động|người lao động|quyền và nghĩa vụ của tổ chức đại diện người lao động tại cơ sở trong quan hệ lao động|c3f743fb595f416bb209a1382c79b8e7
tổ chức đại diện người lao động|người sử dụng lao động|thương lượng tập thể với người sử dụng lao động|c3f743fb595f416bb209a1382c79b8e7
đối thoại|nơi làm việc|Tại relationship between the concept of dialogue and the workplace as regulated by this law.|9a1915ee30d540bfb7d228f8e46372cb
nơi làm việc|bộ luật|The workplace as regulated by this law.|9a1915ee30d540bfb7d228f8e46372cb
thang lương|bảng lương|được tham khảo ý kiến xây dựng và giám sát việc thực hiện thang lương, bảng lương|7c1e9cffa64a4c7bbf1d850311156d96
thang lương|mức lao động|được tham khảo ý kiến xây dựng và giám sát việc thực hiện mức lao động|7c1e9cffa64a4c7bbf1d850311156d96
mức lao động|quy chế trả lương|được tham khảo ý kiến xây dựng và giám sát việc thực hiện quy chế trả lương|7c1e9cffa64a4c7bbf1d850311156d96
quy chế trả lương|quy chế thưởng|được tham khảo ý kiến xây dựng và giám sát việc thực hiện quy chế thưởng|7c1e9cffa64a4c7bbf1d850311156d96
quy chế trả lương|nội quy lao động|được tham khảo ý kiến xây dựng và giám sát việc thực hiện nội quy lao động|7c1e9cffa64a4c7bbf1d850311156d96
quy chế trả lương|quyền, lợi ích của người lao động|được tham khảo ý kiến xây dựng và giám sát việc thực hiện quyền, lợi ích của người lao động|7c1e9cffa64a4c7bbf1d850311156d96
đại diện|người lao động|người lao động được đại diện trong quá trình giải quyết khiếu nại, tranh chấp lao động cá nhân khi được ủy quyền|b2ebc13986fe463a926f8cd1fd6f1fdf
khiếu nại|quá trình giải quyết|khiếu nại được giải quyết trong quá trình giải quyết khi người lao động được đại diện|b2ebc13986fe463a926f8cd1fd6f1fdf
tran chấp lao động cá nhân|người lao động|người lao động cá nhân tranh chấp khi được đại diện|b2ebc13986fe463a926f8cd1fd6f1fdf
ủy quyền|người lao động|người lao động ủy quyền cho đại diện trong quá trình giải quyết khiếu nại, tranh chấp lao động cá nhân|b2ebc13986fe463a926f8cd1fd6f1fdf
tổ chức|đình công|lãnh đạo|fc9f5533c5b44bacb0ddbd0e5544de9a
đình công|bộ luật|quy định của|fc9f5533c5b44bacb0ddbd0e5544de9a
cơ quan, tổ chức|đăng ký hoạt động|cơ quan, tổ chức đăng ký hoạt động hợp pháp tại Việt Nam|8a3bb2ab7fab4a7ea1c1b7163e22cc09
cơ quan, tổ chức|hỗ trợ kỹ thuật|tiếp nhận hỗ trợ kỹ thuật của cơ quan, tổ chức|8a3bb2ab7fab4a7ea1c1b7163e22cc09
cơ quan, tổ chức|việc tiến hành các hoạt động|việc tiến hành các hoạt động đại diện trong quan hệ lao động|8a3bb2ab7fab4a7ea1c1b7163e22cc09
người sử dụng lao động|nơi làm việc|người sử dụng lao động bố trí nơi làm việc|8a3bb2ab7fab4a7ea1c1b7163e22cc09
người sử dụng lao động|cung cấp thông tin, bảo đảm các điều kiện|được cung cấp thông tin, bảo đảm các điều kiện cần thiết cho hoạt động của tổ chức đại diện người lao động tại cơ sở|8a3bb2ab7fab4a7ea1c1b7163e22cc09
tranh chấp lao động|quyền và nghĩa vụ|relates to the disputes regarding rights and obligations arising between parties in the process of establishing, implementing or terminating labor relations; disputes between labor representative organizations; disputes arising from relations directly related to labor relations.|e91ae175296f45f39849b1f2df5ee8b3
tranh chấp lao động|các bên|involves disputes between the parties in the process of establishing, implementing or terminating labor relations.|e91ae175296f45f39849b1f2df5ee8b3
tranh chấp lao động|các tổ chức đại diện người lao động|involves disputes between labor representative organizations.|e91ae175296f45f39849b1f2df5ee8b3
tranh chấp lao động|người sử dụng lao động|involves disputes between employees and employers, organizations sending employees to work abroad, or re-hiring employees.|e91ae175296f45f39849b1f2df5ee8b3
tranh chấp lao động|tổ chức của người sử dụng lao động|involves disputes between organizations representing employees with employers or organizations of employers.|e91ae175296f45f39849b1f2df5ee8b3
tranh chấp lao động tập thể về quyền|tổ chức đại diện người lao động|disputes involving one or more organizations representing employees with employers or one or more organizations of employers arising from differences in understanding and implementation of collective labor agreements, internal labor regulations, and other lawful agreements.|e91ae175296f45f39849b1f2df5ee8b3
tranh chấp lao động tập thể về quyền|người sử dụng lao động|involves disputes between one or more organizations representing employees with employers or one or more organizations of employers arising from differences in understanding and implementation of labor laws, discriminating acts, intervention, manipulation of employee representative organizations.|e91ae175296f45f39849b1f2df5ee8b3
tranh chấp lao động tập thể về quyền|quy định của pháp luật về lao động|involves disputes between one or more organizations representing employees with employers or one or more organizations of employers arising from differences in understanding and implementation of labor laws.|e91ae175296f45f39849b1f2df5ee8b3
tranh chấp lao động tập thể về quyền|tổ chức đại diện người lao động|involves disputes between one or more organizations representing employees with employers or one or more organizations of employers arising from the discriminatory treatment of employees by employers, members of the labor representatives for reasons of establishment, participation, activities in labor representative organizations.|e91ae175296f45f39849b1f2df5ee8b3
tranh chấp lao động tập thể về quyền|thương lượng thiện chí|involves disputes related to goodwill negotiation obligations.|e91ae175296f45f39849b1f2df5ee8b3
tranh chấp lao động tập thể về lợi ích|quá trình thương lượng tập thể|disputes arising during collective negotiations.|e91ae175296f45f39849b1f2df5ee8b3
tranh chấp lao động tập thể về lợi ích|thời hạn theo quy định của pháp luật|disputes arising when one party refuses to negotiate or does not conduct negotiations within the time limit as prescribed by law.|e91ae175296f45f39849b1f2df5ee8b3
giải quyết tranh chấp lao động|tự định đoạt|tôn trọng quyền tự định đoạt thông qua thương lượng của các bên trong suốt quá trình giải quyết tranh chấp lao động|bea3df79fb6644d78d8d06bcc78e51d7
giải quyết tranh chấp lao động|thương lượng|tôn trọng quyền tự định đoạt thông qua thương lượng của các bên trong suốt quá trình giải quyết tranh chấp lao động|bea3df79fb6644d78d8d06bcc78e51d7
giải quyết tranh chấp lao động|hòa giải|Coi trọng giải quyết tranh chấp lao động thông qua hòa giải, trọng tài trên cơ sở tôn trọng quyền và lợi ích của hai bên tranh chấp, tôn trọng lợi ích chung của xã hội, không trái pháp luật|bea3df79fb6644d78d8d06bcc78e51d7
giải quyết tranh chấp lao động|trọng tài|Coi trọng giải quyết tranh chấp lao động thông qua hòa giải, trọng tài trên cơ sở tôn trọng quyền và lợi ích của hai bên tranh chấp, tôn trọng lợi ích chung của xã hội, không trái pháp luật|bea3df79fb6644d78d8d06bcc78e51d7
giải quyết tranh chấp lao động|công khai|công khai được đảm bảo trong quá trình giải quyết tranh chấp lao động|b8e04f6404074c368c4ce15f89fc615f
giải quyết tranh chấp lao động|minh bạch|minh bạch được đảm bảo trong quá trình giải quyết tranh chấp lao động|b8e04f6404074c368c4ce15f89fc615f
giải quyết tranh chấp lao động|khách quan|khách quan được đảm bảo trong quá trình giải quyết tranh chấp lao động|b8e04f6404074c368c4ce15f89fc615f
giải quyết tranh chấp lao động|kịp thời|giải quyết tranh chấp lao động được thực hiện kịp thời|b8e04f6404074c368c4ce15f89fc615f
giải quyết tranh chấp lao động|bảo đảm sự tham gia của đại diện các bên|các bên tham gia vào quá trình giải quyết tranh chấp lao động được bảo đảm|b8e04f6404074c368c4ce15f89fc615f
giải quyết tranh chấp lao động|cơ quan, tổ chức, cá nhân có thẩm quyền giải quyết tranh chấp lao động|cơ quan, tổ chức, cá nhân có thẩm quyền giải quyết tranh chấp lao động tiến hành sau khi có yêu cầu hoặc đề nghị và được các bên tranh chấp đồng ý|b8e04f6404074c368c4ce15f89fc615f
cơ quan, tổ chức trong giải quyết tranh chấp lao động|tổ chức đại diện người lao động|tổ chức đại diện người lao động được hỗ trợ và hướng dẫn trong quá trình giải quyết tranh chấp lao động|b8e04f6404074c368c4ce15f89fc615f
cơ quan, tổ chức trong giải quyết tranh chấp lao động|tổ chức đại diện người sử dụng lao động|tổ chức đại diện người sử dụng lao động được hỗ trợ và hướng dẫn trong quá trình giải quyết tranh chấp lao động|b8e04f6404074c368c4ce15f89fc615f
bộ lao động - thương binh và xã hội|hòa giải viên lao động|tổ chức này tổ chức việc tập huấn, nâng cao năng lực chuyên môn của hòa giải viên lao động|b8e04f6404074c368c4ce15f89fc615f
bộ lao động - thương binh và xã hội|trọng tài viên lao động|tổ chức này tổ chức việc tập huấn, nâng cao năng lực chuyên môn của trọng tài viên lao động|b8e04f6404074c368c4ce15f89fc615f
cơ quan chuyên môn về lao động|ủy ban nhân dân|cơ quan này có trách nhiệm tiếp nhận yêu cầu giải quyết tranh chấp lao động và hỗ trợ các bên trong quá trình giải quyết|b8e04f6404074c368c4ce15f89fc615f
cơ quan tiếp nhận yêu cầu giải quyết tranh chấp lao động|hòa giải viên lao động|cơ quan này có trách nhiệm chuyển yêu cầu đến hòa giải viên lao động|b8e04f6404074c368c4ce15f89fc615f
cơ quan tiếp nhận yêu cầu giải quyết tranh chấp lao động|hội đồng trọng tài|cơ quan này có trách nhiệm chuyển yêu cầu đến Hội đồng trọng tài hoặc hướng dẫn gửi đến Tòa án để giải quyết|b8e04f6404074c368c4ce15f89fc615f
giải quyết tranh chấp lao động|bên|Trọng tài lao động quyết định cho các bên trong quá trình giải quyết tranh chấp lao động|e0bb1577f0b4496abbd60a84c31a3a1e
giải quyết tranh chấp lao động|đại diện|Bên có thể tham gia vào quá trình giải quyết lao động thông qua đại diện|e0bb1577f0b4496abbd60a84c31a3a1e
bên|yêu cầu|Bên có quyền rút yêu cầu hoặc thay đổi nội dung yêu cầu trong quá trình giải quyết tranh chấp lao động|e0bb1577f0b4496abbd60a84c31a3a1e
bên|người tiến hành giải quyết tranh chấp lao động|Bên có quyền yêu cầu thay đổi người tiến hành giải quyết tranh chấp lao động nếu cần thiết|e0bb1577f0b4496abbd60a84c31a3a1e
bên|tài liệu, chứng cứ|Các bên cần cung cấp đầy đủ tài liệu, chứng cứ trong quá trình giải quyết tranh chấp lao động|e0bb1577f0b4496abbd60a84c31a3a1e
bên|thỏa thuận, quyết định, bản án|Bên có nghĩa vụ chấp hành thỏa thuận, quyết định, bản án của các cơ quan giải quyết tranh chấp lao động|e0bb1577f0b4496abbd60a84c31a3a1e
cơ quan, tổ chức, cá nhân|tài liệu, chứng cứ, trưng cầu giám định|Cơ quan, tổ chức, cá nhân có thẩm quyền giải quyết tranh chấp lao động có quyền yêu cầu cung cấp tài liệu, chứng cứ, trưng cầu giám định|e0bb1577f0b4496abbd60a84c31a3a1e
cơ quan, tổ chức, cá nhân|người làm chứng|Cơ quan, tổ chức, cá nhân có thẩm quyền giải quyết tranh chấp lao động có quyền mời người làm chứng và người có liên quan|e0bb1577f0b4496abbd60a84c31a3a1e
hòa giải viên lao động|chủ tịch ủy ban nhân dân|Hòa giải viên lao động do Chủ tịch Ủy ban nhân dân cấp tỉnh bổ nhiệm|aaed0d9663264e049a012911eef1f58e
hòa giải viên lao động|chính phủ|Chính phủ quy định tiêu chuẩn, trình tự, thủ tục bổ nhiệm, chế độ, điều kiện hoạt động và việc quản lý hòa giải viên lao động|aaed0d9663264e049a012911eef1f58e
hội đồng trọng tài lao động|chủ tịch ủy ban nhân dân cấp tỉnh|Hội đồng trọng tài lao động được thành lập và bổ nhiệm bởi Chủ tịch Ủy ban nhân dân cấp tỉnh.|13edb6085e114f98b4ad0d2d34fd9b1a
hội đồng trọng tài lao động|chủ tịch|Chủ tịch Hội đồng là đại diện lãnh đạo và thư ký Hội đồng là công chức của cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh.|13edb6085e114f98b4ad0d2d34fd9b1a
hội đồng trọng tài lao động|thư ký hội đồng|Thư ký Hội đồng trọng tài lao động thực hiện nhiệm vụ thường trực của Hội đồng trọng tài lao động.|13edb6085e114f98b4ad0d2d34fd9b1a
hội đồng trọng tài lao động|trọng tài viên lao động|Số lượng và tiêu chuẩn làm việc của trọng tài viên lao động được quy định.|13edb6085e114f98b4ad0d2d34fd9b1a
chủ tịch ủy ban nhân dân cấp tỉnh|hội đồng trọng tài lao động|Chủ tịch Ủy ban nhân dân cấp tỉnh quyết định thành lập Hội đồng trọng tài lao động và bổ nhiệm quản lý thành viên của Hội đồng trọng tài lao động.|13edb6085e114f98b4ad0d2d34fd9b1a
chủ tịch ủy ban nhân dân cấp tỉnh|trọng tài viên lao động|Chủ tịch Ủy ban nhân dân cấp tỉnh quyết định số lượng trọng tài viên lao động của Hội đồng trọng tài lao động.|13edb6085e114f98b4ad0d2d34fd9b1a
thư ký hội đồng|hội đồng trọng tài lao động|Thư ký Hội đồng trọng tài lao động thực hiện nhiệm vụ thường trực của Hội đồng trọng tài lao động.|13edb6085e114f98b4ad0d2d34fd9b1a
yêu cầu giải quyết tranh chấp lao động|quy định tại các điều 189, 193 và 197 của bộ luật|được giải quyết theo quy định tại các điều 189, 193 và 197 của Bộ luật|bfae263170264934ac06a15b2eb1db1a
hội đồng trọng tài lao động|ban trọng tài lao động|thành lập Ban trọng tài lao động để giải quyết tranh chấp|bfae263170264934ac06a15b2eb1db1a
bên tranh chấp|trọng tài viên lao động|chọn 01 trọng tài viên trong số danh sách trọng tài viên lao động|bfae263170264934ac06a15b2eb1db1a
trọng tài viên lao động|trưởng ban trọng tài lao động|thống nhất lựa chọn 01 trọng tài viên lao động khác làm Trưởng Ban trọng tài lao động|bfae263170264934ac06a15b2eb1db1a
hội đồng trọng tài lao động|ban trọng tài lao động|lựa chọn một trọng tài viên để giải quyết tranh chấp lao động|bfae263170264934ac06a15b2eb1db1a
các bên tranh chấp|ban trọng tài lao động|cùng lựa chọn một trọng tài viên để giải quyết tranh chấp lao động|bfae263170264934ac06a15b2eb1db1a
trọng tài lao động|nguyên tắc tập thể|làm việc theo nguyên tắc tập thể|673dcfceac61420bb594464fd9d2b597
trọng tài lao động|quyết định theo đa số|làm việc theo nguyên tắc tập thể và quyết định theo đa số|673dcfceac61420bb594464fd9d2b597
chính phủ|tiêu chuẩn, điều kiện, trình tự, thủ tục bổ nhiệm, miễn nhiệm, chế độ và điều kiện hoạt động|quy định chi tiết về tiêu chuẩn, điều kiện, trình tự, thủ tục bổ nhiệm, miễn nhiệm, chế độ và điều kiện hoạt động của trọng tài viên lao động, Hội đồng trọng tài lao động|673dcfceac61420bb594464fd9d2b597
chính phủ|tổ chức và hoạt động|Chính phủ quy định chi tiết về tiêu chuẩn, điều kiện, trình tự, thủ tục bổ nhiệm, miễn nhiệm, chế độ và điều kiện hoạt động của trọng tài viên lao động, Hội đồng trọng tài lao động; tổ chức và hoạt động của Hội đồng trọng tài lao động|673dcfceac61420bb594464fd9d2b597
chính phủ|ban trọng tài lao động|việc thành lập và hoạt động của Ban trọng tài lao động quy định tại Điều này|673dcfceac61420bb594464fd9d2b597
hành động đơn phương|tranh chấp lao động|Cấm hành động đơn phương trong khi tranh chấp lao động đang được giải quyết|af02ba2393d340b0802bf75c4f033cbb
tranh chấp lao động|cơ quan, tổ chức, cá nhân|Khi tranh chấp lao động đang được cơ quan, tổ chức, cá nhân có thẩm quyền giải quyết trong thời hạn theo quy định của Bộ luật này thì không bên nào được hành động đơn phương chống lại bên kia.|af02ba2393d340b0802bf75c4f033cbb
cơ quan, tổ chức, cá nhân|thẩm quyền giải quyết|Cơ quan, tổ chức, cá nhân có thẩm quyền giải quyết tranh chấp lao động cá nhân|af02ba2393d340b0802bf75c4f033cbb
hội đồng trọng tài lao động|tòa án nhân dân|are legal institutions for resolving labor disputes|30ed7db482de43088a8ee0be4322add9
hòa giải viên lao động|tranh chấp lao động cá nhân|is responsible for mediating individual labor disputes|30ed7db482de43088a8ee0be4322add9
hòa giải viên lao động|thủ tục hòa giải tranh chấp lao động cá nhân|is responsible for facilitating the procedure for mediating individual labor disputes|30ed7db482de43088a8ee0be4322add9
tranh chấp lao động cá nhân|thủ tục hòa giải|must undergo mediation procedures before requesting resolution from the Hội đồng trọng tài lao động or Tòa án nhân dân|30ed7db482de43088a8ee0be4322add9
phiên họp hòa giải|hai bên tranh chấp|phiên họp hòa giải phải có mặt hai bên tranh chấp|d11c1312d3c948b3b384bba927bd3826
bên tranh chấp|ủy quyền|Các bên tranh chấp có thể ủy quyền cho người khác tham gia phiên họp hòa giải.|d11c1312d3c948b3b384bba927bd3826
hòa giải viên lao động|bên thương lượng|hòa giải viên lao động có trách nhiệm hướng dẫn, hỗ trợ các bên thương lượng để giải quyết tranh chấp|d11c1312d3c948b3b384bba927bd3826
hòa giải viên lao động|biên bản hòa giải thành|Trường hợp các bên thỏa thuận được, hòa giải viên lao động lập biên bản hòa giải thành.|d11c1312d3c948b3b384bba927bd3826
bên tranh chấp|biên bản hòa giải thành|Biên bản hòa giải thành phải có chữ ký của các bên tranh chấp và hòa giải viên lao động.|d11c1312d3c948b3b384bba927bd3826
phương án hòa giải|bên chấp nhận|Trường hợp các bên chấp nhận phương án hòa giải thì hòa giải viên lao động lập biên bản hòa giải thành.|d11c1312d3c948b3b384bba927bd3826
bên tranh chấp|biên bản hòa giải thành|Biên bản hòa giải thành phải có chữ ký của các bên tranh chấp và hòa giải viên lao động.|d11c1312d3c948b3b384bba927bd3826
phương án hòa giải|chấp nhận|Trường hợp phương án hòa giải không được chấp nhận hoặc có bên tranh chấp đã được triệu tập hợp lệ đến lần thứ hai mà vẫn vắng mặt không có lý do chính đáng thì hòa giải viên lao động lập biên bản hòa giải không thành.|d11c1312d3c948b3b384bba927bd3826
bên tranh chấp|biên bản hòa giải không thành|Biên bản hòa giải không thành phải có chữ ký của bên tranh chấp có mặt và hòa giải viên lao động.|d11c1312d3c948b3b384bba927bd3826
biên bản hòa giải thành|bản sao|Bản sao biên bản hòa giải thành hoặc hòa giải không thành phải được gửi cho các bên tranh chấp trong thời hạn 01 ngày làm việc kể từ ngày lập biên bản.|d11c1312d3c948b3b384bba927bd3826
bên tranh chấp|biên bản hòa giải thành|Bản sao biên bản hòa giải thành hoặc hòa giải không thành phải được gửi cho các bên tranh chấp trong thời hạn 01 ngày làm việc kể từ ngày lập biên bản.|d11c1312d3c948b3b384bba927bd3826
biên bản hòa giải thành|thỏa thuận|Trường hợp một trong các bên không thực hiện các thỏa thuận trong biên bản hòa giải thành thì bên kia có quyền yêu cầu Hội đồng trọng tài lao động hoặc Tòa án giải quyết.|d11c1312d3c948b3b384bba927bd3826
hội đồng trọng tài lao động|tòa án|Trường hợp một trong các bên không thực hiện các thỏa thuận trong biên bản hòa giải thành thì bên kia có quyền yêu cầu Hội đồng trọng tài lao động hoặc Tòa án giải quyết.|d11c1312d3c948b3b384bba927bd3826
